product_name,category,star_rating,review_title,review_text,helpful_votes,total_votes,verified_purchase,cognitive_label,source_file,marketplace,customer_id,review_id,product_id,product_parent,vine,review_date,review_text_clean,product_name_clean,input_text,word_count,exclamation_count,question_count,s1_keyword_hits,s2_keyword_hits,emotional_ratio,rational_ratio,star_rating_clean,sentiment_compound,sentiment_pos,sentiment_neg
Viva Naturals - The BEST Tasting Organic Raw Cacao Nibs,Grocery,5.0,I really like them in cereal,"I had never had raw and unsweetened cacao, however after reading all about the health benefits I decided to order these. As expected the nibs are very bitter and I would say are an acquired taste on their own. However, I really like them in cereal.",0.0,0.0,Y,1,amazon_reviews_us_Grocery_v1_00.tsv,,,,,,,,"I had never had raw and unsweetened cacao, however after reading all about the health benefits I decided to order these. As expected the nibs are very bitter and I would say are an acquired taste on their own. However, I really like them in cereal.",Viva Naturals - The BEST Tasting Organic Raw Cacao Nibs,"PRODUCT: Viva Naturals - The BEST Tasting Organic Raw Cacao Nibs. REVIEW: I had never had raw and unsweetened cacao, however after reading all about the health benefits I decided to order these. As expected the nibs are very bitter and I would say are an acquired taste on their own. However, I really like them in cereal.",58,0,0,0,0,0.0,0.0,5.0,0.8038,0.165,0.05
Klipsch R6 Black In-Ear Headphone with Patented Oval Tip (Black),Electronics,4.0,"Good earphones, however the only drawback is that the ...","Good earphones, however the only drawback is that the control on the left hand side seems to be too heavy and causing the left earphone to drop out.",1.0,1.0,Y,0,amazon_reviews_us_Electronics_v1_00.tsv,,,,,,,,"Good earphones, however the only drawback is that the control on the left hand side seems to be too heavy and causing the left earphone to drop out.",Klipsch R6 Black In-Ear Headphone with Patented Oval Tip Black,"PRODUCT: Klipsch R6 Black In-Ear Headphone with Patented Oval Tip Black. REVIEW: Good earphones, however the only drawback is that the control on the left hand side seems to be too heavy and causing the left earphone to drop out.",40,0,0,0,0,0.0,0.0,4.0,0.6124,0.135,0.046
"Simpowel V8 - 9W(4.5W X 2) Portable Bluetooth Speaker with FM-radio, Micro SD MP3 Player, NFC, LED Display and Removable 18650 Li-ion Battery",Electronics,3.0,Can't play music of mini SD card.,I can't play my music on a mini SD card. Any instructions?,0.0,0.0,Y,0,amazon_reviews_us_Electronics_v1_00.tsv,,,,,,,,I can't play my music on a mini SD card. Any instructions?,"Simpowel V8 - 9W 4.5W X 2 Portable Bluetooth Speaker with FM-radio, Micro SD MP3 Player, NFC, LED Display and Removable 18650 Li-ion Battery","PRODUCT: Simpowel V8 - 9W 4.5W X 2 Portable Bluetooth Speaker with FM-radio, Micro SD MP3 Player, NFC, LED Display and Removable 18650 Li-ion Battery. REVIEW: I can't play my music on a mini SD card. Any instructions?",38,0,1,0,0,0.0,0.0,3.0,-0.7557,0.0,0.173
Philips In-Ear Headphones Surround Sound,Electronics,2.0,Not good for people with larger ears.,Pros:<br />Surround Sound Quality<br />Decent Bass<br />Comes with case<br /><br />Cons:<br />Does not fit ears even with largest ear bud adapter<br />Does not fit comfortably<br />A little bit of audio can be hear by other people,0.0,0.0,Y,0,amazon_reviews_us_Electronics_v1_00.tsv,,,,,,,,Pros Surround Sound Quality Decent Bass Comes with case Cons Does not fit ears even with largest ear bud adapter Does not fit comfortably A little bit of audio can be hear by other people,,PRODUCT: . REVIEW: Pros Surround Sound Quality Decent Bass Comes with case Cons Does not fit ears even with largest ear bud adapter Does not fit comfortably A little bit of audio can be hear by other people,38,0,0,0,0,0.0,0.0,2.0,-0.6759,0.0,0.166
Microfiber Hair Towel By Luxe Beauty Essentials …,Beauty,4.0,"Great Towel, But Buy The Bigger One","The towel itself is great.  Very soft, very absorbant, dries quickly.  It seems to help a litle bit with my frizz - but that could be wishful thinking.  The problem is, like other reviewers have said, it's just too small.  It's jusssst big enough to put up in a turban, and tuck about 1/2 inch at the nape of my neck, but even then it tends to fall down most of the time.<br /><br />If you want to buy this towel, do an Amazon search for the 23&#34; x 40&#34; one, and buy it instead.",0.0,1.0,Y,1,amazon_reviews_us_Beauty_v1_00.tsv,,,,,,,,"The towel itself is great. Very soft, very absorbant, dries quickly. It seems to help a litle bit with my frizz - but that could be wishful thinking. The problem is, like other reviewers have said, it's just too small. It's jusssst big enough to put up in a turban, and tuck about 1 2 inch at the nape of my neck, but even then it tends to fall down most of the time. If you want to buy this towel, do an Amazon search for the 23 34 x 40 34 one, and buy it instead.",,"PRODUCT: . REVIEW: The towel itself is great. Very soft, very absorbant, dries quickly. It seems to help a litle bit with my frizz - but that could be wishful thinking. The problem is, like other reviewers have said, it's just too small. It's jusssst big enough to put up in a turban, and tuck about 1 2 inch at the nape of my neck, but even then it tends to fall down most of the time. If you want to buy this towel, do an Amazon search for the 23 34 x 40 34 one, and buy it instead.",100,0,0,0,0,0.0,0.0,4.0,0.6808,0.11,0.035
2 Samsung INR18650-25R 18650 2500mAh 3.6v Rechargeable Flat Top Batteries (Blue/Green assorted),Electronics,5.0,charger is top cabin,"I'm using these on my nr12 and mh10 and p12 flashlights, works great with nitecore d2 charger.",0.0,0.0,Y,0,amazon_reviews_us_Electronics_v1_00.tsv,,,,,,,,"I'm using these on my nr12 and mh10 and p12 flashlights, works great with nitecore d2 charger.",2 Samsung INR18650-25R 18650 2500mAh 3.6v Rechargeable Flat Top Batteries Blue Green assorted,"PRODUCT: 2 Samsung INR18650-25R 18650 2500mAh 3.6v Rechargeable Flat Top Batteries Blue Green assorted. REVIEW: I'm using these on my nr12 and mh10 and p12 flashlights, works great with nitecore d2 charger.",32,0,0,0,0,0.0,0.0,5.0,0.7096,0.169,0.0
"Vulli So'Pure Blocks Toys, Sophie the Giraffe",Baby,5.0,Safe blocks!,My 6 month old loves these blocks and I'm very happy about how safe they are to put in his mouth.,0.0,0.0,Y,1,amazon_reviews_us_Baby_v1_00.tsv_S1,US,52564286.0,R111MKOFT6GCC9,B0071L9ZFW,37640360.0,N,2015-07-09,My 6 month old loves these blocks and I'm very happy about how safe they are to put in his mouth.,,PRODUCT: . REVIEW: My 6 month old loves these blocks and I'm very happy about how safe they are to put in his mouth.,24,0,0,2,0,0.0833,0.0,5.0,0.8655,0.347,0.062
NOZTONOZ Sof-Krate Indoor/Outdoor Pet Home,Pet Products,2.0,hard to open and close,crate is very hard to latch open and even harder to un-lath and fold up.,0.0,0.0,Y,1,amazon_reviews_us_Pet_Products_v1_00.tsv,,,,,,,,crate is very hard to latch open and even harder to un-lath and fold up.,,PRODUCT: . REVIEW: crate is very hard to latch open and even harder to un-lath and fold up.,18,0,0,0,0,0.0,0.0,2.0,-0.1761,0.0,0.096
MummyStrength Resistance Bands for Men and Women. The Best Stretch Band for Pull Up Exercise and Powerlifting. Works With Any Pull Up Bar or Station. Single Band. Workout Guide Included,Sports,5.0,Love this product,Love this product! I purchased the purple band to assist me with my pullups and pistols! Just what I needed!,0.0,0.0,Y,1,amazon_reviews_us_Sports_v1_00.tsv_S1,US,41286124.0,R1AROX1PKRLVA8,B00MH5S10W,957431969.0,N,2015-08-31,Love this product! I purchased the purple band to assist me with my pullups and pistols! Just what I needed!,MummyStrength Resistance Bands for Men and Women. The Best Stretch Band for Pull Up Exercise and Powerlifting. Works With Any Pull Up Bar or Station. Single Band. Workout Guide Included,PRODUCT: MummyStrength Resistance Bands for Men and Women. The Best Stretch Band for Pull Up Exercise and Powerlifting. Works With Any Pull Up Bar or Station. Single Band. Workout Guide Included. REVIEW: Love this product! I purchased the purple band to assist me with my pullups and pistols! Just what I needed!,52,3,0,1,0,0.0192,0.0,5.0,0.8827,0.162,0.0
SEXYARN® Women's 2015 Bandage Sporty Bathing Suit Boyleg Short Swimwear Swimsuit,Apparel,1.0,Swimsuit sucks*,Horrible!! Do not buy!!!!! I would give it no stars if I could!!,0.0,1.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,,Horrible!! Do not buy!!!!! I would give it no stars if I could!!,SEXYARN Women's 2015 Bandage Sporty Bathing Suit Boyleg Short Swimwear Swimsuit,PRODUCT: SEXYARN Women's 2015 Bandage Sporty Bathing Suit Boyleg Short Swimwear Swimsuit. REVIEW: Horrible!! Do not buy!!!!! I would give it no stars if I could!!,26,9,0,0,0,0.0,0.0,1.0,-0.7825,0.0,0.238
enKo products HDMI Converter Parent,Electronics,3.0,Signal delay when using with Retro Gaming Systems.,"I'm sure this product would work great for an old VCR or DVD player...  I ordered it for use with a retro gaming system.  This product is not good for hooking up a retro gaming system (NES, SNES, etc.) to a newer TV.  You DO get great picture and sound, but there is a split second DELAY between controller and what you see on the screen, causing many deaths in games such as Contra and Life Force.  :(",6.0,7.0,Y,0,amazon_reviews_us_Electronics_v1_00.tsv,,,,,,,,"I'm sure this product would work great for an old VCR or DVD player... I ordered it for use with a retro gaming system. This product is not good for hooking up a retro gaming system NES, SNES, etc. to a newer TV. You DO get great picture and sound, but there is a split second DELAY between controller and what you see on the screen, causing many deaths in games such as Contra and Life Force.",,"PRODUCT: . REVIEW: I'm sure this product would work great for an old VCR or DVD player... I ordered it for use with a retro gaming system. This product is not good for hooking up a retro gaming system NES, SNES, etc. to a newer TV. You DO get great picture and sound, but there is a split second DELAY between controller and what you see on the screen, causing many deaths in games such as Contra and Life Force.",80,0,0,0,0,0.0,0.0,3.0,-0.0006,0.083,0.071
Vittles Vault Airtight Stackable Pet Food Container,Pet Products,4.0,Airtight really means airtight,"After getting ants in my prior so-called airtight container, I shopped for something different and happened upon this here on Amazon.  I'm fairly happy with it.  I like the size and I like an angle of the opening which makes it easy to scoop.  I find the screw on/off lid somewhat cumbersome but it's a tolerable offset in order to get something that is actually airtight.",0.0,0.0,Y,1,amazon_reviews_us_Pet_Products_v1_00.tsv,,,,,,,,"After getting ants in my prior so-called airtight container, I shopped for something different and happened upon this here on Amazon. I'm fairly happy with it. I like the size and I like an angle of the opening which makes it easy to scoop. I find the screw on off lid somewhat cumbersome but it's a tolerable offset in order to get something that is actually airtight.",,"PRODUCT: . REVIEW: After getting ants in my prior so-called airtight container, I shopped for something different and happened upon this here on Amazon. I'm fairly happy with it. I like the size and I like an angle of the opening which makes it easy to scoop. I find the screw on off lid somewhat cumbersome but it's a tolerable offset in order to get something that is actually airtight.",70,0,0,1,0,0.0143,0.0,4.0,0.7391,0.152,0.017
"VetriScience Vetri Probiotic Every day for Dogs and Cats, 60 Bite-Sized Chews 7.41 Oz.",Pet Products,4.0,Four Stars,My little dogs loves it seems to help her digestion,0.0,0.0,Y,1,amazon_reviews_us_Pet_Products_v1_00.tsv,,,,,,,,My little dogs loves it seems to help her digestion,"VetriScience Vetri Probiotic Every day for Dogs and Cats, 60 Bite-Sized Chews 7.41 Oz.","PRODUCT: VetriScience Vetri Probiotic Every day for Dogs and Cats, 60 Bite-Sized Chews 7.41 Oz.. REVIEW: My little dogs loves it seems to help her digestion",26,0,0,1,0,0.0385,0.0,4.0,0.7287,0.203,0.0
Confidence Power Plus Motorized Electric Treadmill,Sports,5.0,Great little treadmill,"I've had the more expensive, bulky machines. This one is light and very moveable. It assembled in minutes and works fine.  About the only difference I see is there is no incline capability but I still burn the calories, so what the heck.",0.0,0.0,Y,0,amazon_reviews_us_Sports_v1_00.tsv_S2,US,45121022.0,R3OBCKAWGCSQSE,B004TGWUPE,941778080.0,N,2015-08-03,"I've had the more expensive, bulky machines. This one is light and very moveable. It assembled in minutes and works fine. About the only difference I see is there is no incline capability but I still burn the calories, so what the heck.",,"PRODUCT: . REVIEW: I've had the more expensive, bulky machines. This one is light and very moveable. It assembled in minutes and works fine. About the only difference I see is there is no incline capability but I still burn the calories, so what the heck.",46,0,0,0,0,0.0,0.0,5.0,-0.0516,0.032,0.036
Frozen Cool Tunes Anna & Elsa Kid Friendly Youth Headphones with Built in Volume Limiting Feature,Electronics,5.0,I think they are great but she has complained that even though the computer ...,"These were purchased for my 3 yr old granddaughter so she can watch videos and movies on my laptop. I think they are great but she has complained that even though the computer volume is all the way up, she can not hear that well. I know they make them so it does not hurt children's ears. I told her she needs to use them in a room with no background noise as when she complains about the volume, she is near the TV.",0.0,0.0,Y,0,amazon_reviews_us_Electronics_v1_00.tsv,,,,,,,,"These were purchased for my 3 yr old granddaughter so she can watch videos and movies on my laptop. I think they are great but she has complained that even though the computer volume is all the way up, she can not hear that well. I know they make them so it does not hurt children's ears. I told her she needs to use them in a room with no background noise as when she complains about the volume, she is near the TV.",Frozen Cool Tunes Anna Elsa Kid Friendly Youth Headphones with Built in Volume Limiting Feature,"PRODUCT: Frozen Cool Tunes Anna Elsa Kid Friendly Youth Headphones with Built in Volume Limiting Feature. REVIEW: These were purchased for my 3 yr old granddaughter so she can watch videos and movies on my laptop. I think they are great but she has complained that even though the computer volume is all the way up, she can not hear that well. I know they make them so it does not hurt children's ears. I told her she needs to use them in a room with no background noise as when she complains about the volume, she is near the TV.",101,0,0,0,0,0.0,0.0,5.0,-0.4601,0.091,0.109
6FT Optical audio Toslink CABLE DV CD DVD Dolby Digital,Electronics,2.0,Two Stars,Its not bad but shipping should be a lot faster than that,0.0,0.0,Y,0,amazon_reviews_us_Electronics_v1_00.tsv,,,,,,,,Its not bad but shipping should be a lot faster than that,6FT Optical audio Toslink CABLE DV CD DVD Dolby Digital,PRODUCT: 6FT Optical audio Toslink CABLE DV CD DVD Dolby Digital. REVIEW: Its not bad but shipping should be a lot faster than that,24,0,0,0,0,0.0,0.0,2.0,0.2323,0.08,0.0
FridaBaby NoseFrida The SnotSucker Nasal Aspirator,Baby,5.0,Works Great,"My husband and I have found this product to be very helpful and have recommended it to others.  The concept is a little strange the first time you go to use it, but you quickly get used to it.  It also does not upset our newborn daughter as much as an aspirator would.",0.0,0.0,Y,0,amazon_reviews_us_Baby_v1_00.tsv_S2,US,44399404.0,R1SHB6WVSIY3VF,B00171WXII,250517482.0,N,2015-05-05,"My husband and I have found this product to be very helpful and have recommended it to others. The concept is a little strange the first time you go to use it, but you quickly get used to it. It also does not upset our newborn daughter as much as an aspirator would.",,"PRODUCT: . REVIEW: My husband and I have found this product to be very helpful and have recommended it to others. The concept is a little strange the first time you go to use it, but you quickly get used to it. It also does not upset our newborn daughter as much as an aspirator would.",56,0,0,0,0,0.0,0.0,5.0,0.6084,0.11,0.022
BESTEK 6-24x50mm AOEG Rifle Scope Red/Green Illuminated Mil-dot Reticle Crosshair Handgun Scope for Hunting,Sports,5.0,Five Stars,There was nothing wrong with the scope.  It simply didn't fit on my rifle.,0.0,0.0,Y,0,amazon_reviews_us_Sports_v1_00.tsv_S2,US,3250411.0,R38QU10VAS0KE9,B00JVKNLCO,189998606.0,N,2015-07-28,There was nothing wrong with the scope. It simply didn't fit on my rifle.,BESTEK 6-24x50mm AOEG Rifle Scope Red Green Illuminated Mil-dot Reticle Crosshair Handgun Scope for Hunting,PRODUCT: BESTEK 6-24x50mm AOEG Rifle Scope Red Green Illuminated Mil-dot Reticle Crosshair Handgun Scope for Hunting. REVIEW: There was nothing wrong with the scope. It simply didn't fit on my rifle.,31,0,0,0,0,0.0,0.0,5.0,0.1139,0.076,0.063
"Ocelot Banana Plugs, 24k Gold Plated Connectors, Open Screw Type, 12 Pair",Electronics,5.0,FITS 10AWG TO 8AWG,OPEN SCREW FITS SPKR WIRE 10 AWG PERFECTLY,0.0,0.0,Y,0,amazon_reviews_us_Electronics_v1_00.tsv,,,,,,,,OPEN SCREW FITS SPKR WIRE 10 AWG PERFECTLY,"Ocelot Banana Plugs, 24k Gold Plated Connectors, Open Screw Type, 12 Pair","PRODUCT: Ocelot Banana Plugs, 24k Gold Plated Connectors, Open Screw Type, 12 Pair. REVIEW: OPEN SCREW FITS SPKR WIRE 10 AWG PERFECTLY",22,0,0,1,0,0.0455,0.0,5.0,0.5267,0.18,0.129
Koffee Kult Coffee Beans Dark Roasted - Highest Quality Delicious Organically Sourced Fair Trade - Whole Bean Coffee - Fresh Gourmet Aromatic Artisan Blend,Grocery,3.0,Three Stars,"coffee is good but nothing special.  have tried in drip maker, press and one-cup........no appreciable difference",2.0,3.0,Y,1,amazon_reviews_us_Grocery_v1_00.tsv,,,,,,,,"coffee is good but nothing special. have tried in drip maker, press and one-cup........no appreciable difference",Koffee Kult Coffee Beans Dark Roasted - Highest Quality Delicious Organically Sourced Fair Trade - Whole Bean Coffee - Fresh Gourmet Aromatic Artisan Blend,"PRODUCT: Koffee Kult Coffee Beans Dark Roasted - Highest Quality Delicious Organically Sourced Fair Trade - Whole Bean Coffee - Fresh Gourmet Aromatic Artisan Blend. REVIEW: coffee is good but nothing special. have tried in drip maker, press and one-cup........no appreciable difference",42,0,0,0,0,0.0,0.0,3.0,0.4045,0.171,0.065
"Watts Beauty Peptide Firming Wrinkle & Collagen Booster with Hyaluronic Acid, L - Arginine & Potent Peptides - Made in USA",Beauty,4.0,I really like the feel of this product,"I really like the feel of this product, it goes on smooth, i wear thus under my night cream. I have been using for over a week now I can see that with continue use I will see a difference in my skin.",0.0,1.0,N,1,amazon_reviews_us_Beauty_v1_00.tsv,,,,,,,,"I really like the feel of this product, it goes on smooth, i wear thus under my night cream. I have been using for over a week now I can see that with continue use I will see a difference in my skin.","Watts Beauty Peptide Firming Wrinkle Collagen Booster with Hyaluronic Acid, L - Arginine Potent Peptides - Made in USA","PRODUCT: Watts Beauty Peptide Firming Wrinkle Collagen Booster with Hyaluronic Acid, L - Arginine Potent Peptides - Made in USA. REVIEW: I really like the feel of this product, it goes on smooth, i wear thus under my night cream. I have been using for over a week now I can see that with continue use I will see a difference in my skin.",64,0,0,0,0,0.0,0.0,4.0,0.7645,0.113,0.0
Earphones Plus brand Replacement earphone cushions,Electronics,2.0,You get what you pay for and no more.,They get the job done but they are pretty flimsy and do not fit nearly as well as the ones the ones that came standard that they are replacing.,0.0,0.0,Y,0,amazon_reviews_us_Electronics_v1_00.tsv,,,,,,,,They get the job done but they are pretty flimsy and do not fit nearly as well as the ones the ones that came standard that they are replacing.,,PRODUCT: . REVIEW: They get the job done but they are pretty flimsy and do not fit nearly as well as the ones the ones that came standard that they are replacing.,32,0,0,0,0,0.0,0.0,2.0,0.6468,0.185,0.071
Reef Men's Swellular Cushion LE Sandals,Apparel,5.0,Reef nails it,"I love these but wish is gone a size up. My fault. Hopefully they'll stretch a bit. However, Reef nails it again with a great sandal. Great service from the seller too.",0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,,"I love these but wish is gone a size up. My fault. Hopefully they'll stretch a bit. However, Reef nails it again with a great sandal. Great service from the seller too.",,"PRODUCT: . REVIEW: I love these but wish is gone a size up. My fault. Hopefully they'll stretch a bit. However, Reef nails it again with a great sandal. Great service from the seller too.",35,0,0,1,0,0.0286,0.0,5.0,0.961,0.433,0.073
SENNHEISER Headphones,Electronics,4.0,good pair - envelopes the entire ear.,I got these for my son who prefers headphones that cover the whole ear. the sound is good but they are not very sound cancelling. Don't step on them though - they break. lol. Had to replace them already because I stepped on them and they snapped like a twig - boys.,0.0,0.0,Y,0,amazon_reviews_us_Electronics_v1_00.tsv,,,,,,,,I got these for my son who prefers headphones that cover the whole ear. the sound is good but they are not very sound cancelling. Don't step on them though - they break. lol. Had to replace them already because I stepped on them and they snapped like a twig - boys.,,PRODUCT: . REVIEW: I got these for my son who prefers headphones that cover the whole ear. the sound is good but they are not very sound cancelling. Don't step on them though - they break. lol. Had to replace them already because I stepped on them and they snapped like a twig - boys.,55,0,0,0,0,0.0,0.0,4.0,0.8778,0.198,0.0
"AXESS SPBT1031 Portable Bluetooth Indoor/Outdoor 2.1 Hi-Fi Cylinder Loud Speaker with Built-In 3"" Sub and SD Card, USB, AUX Inputs in Black",Electronics,3.0,:(,Rechargable Battery did not function; Called Axcess tech support who verified my analysis.,0.0,0.0,Y,0,amazon_reviews_us_Electronics_v1_00.tsv,,,,,,,,Rechargable Battery did not function Called Axcess tech support who verified my analysis.,"AXESS SPBT1031 Portable Bluetooth Indoor Outdoor 2.1 Hi-Fi Cylinder Loud Speaker with Built-In 3 Sub and SD Card, USB, AUX Inputs in Black","PRODUCT: AXESS SPBT1031 Portable Bluetooth Indoor Outdoor 2.1 Hi-Fi Cylinder Loud Speaker with Built-In 3 Sub and SD Card, USB, AUX Inputs in Black. REVIEW: Rechargable Battery did not function Called Axcess tech support who verified my analysis.",38,0,0,1,0,0.0263,0.0,3.0,0.4019,0.07,0.0
Stainless Steel Truffle Slicer/Shaver with Rosewood Handle,Grocery,1.0,One Star,"The item will not slice, the blade is very dull",0.0,0.0,Y,1,amazon_reviews_us_Grocery_v1_00.tsv,,,,,,,,"The item will not slice, the blade is very dull",Stainless Steel Truffle Slicer Shaver with Rosewood Handle,"PRODUCT: Stainless Steel Truffle Slicer Shaver with Rosewood Handle. REVIEW: The item will not slice, the blade is very dull",20,0,0,0,0,0.0,0.0,1.0,-0.4576,0.0,0.136
Men's Underwear Sexy Mesh Men's Taste T Word Pants Men's Underwear Fun,Apparel,5.0,5⭐️⭐️⭐️⭐️⭐️'s,I got these as a Christmas gift from my partner Chris and I LOVE THEM! I really like how the shaft sleeve fits snug like a glove against my skin and scrotum satchel keeps everything in place. I'll never sit on my nuts again! Hopefully I get another pair this year because these are getting stinky. 5 ⭐️⭐️⭐️⭐️⭐️,8.0,11.0,N,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,,I got these as a Christmas gift from my partner Chris and I LOVE THEM! I really like how the shaft sleeve fits snug like a glove against my skin and scrotum satchel keeps everything in place. I'll never sit on my nuts again! Hopefully I get another pair this year because these are getting stinky. 5,Men's Underwear Sexy Mesh Men's Taste T Word Pants Men's Underwear Fun,PRODUCT: Men's Underwear Sexy Mesh Men's Taste T Word Pants Men's Underwear Fun. REVIEW: I got these as a Christmas gift from my partner Chris and I LOVE THEM! I really like how the shaft sleeve fits snug like a glove against my skin and scrotum satchel keeps everything in place. I'll never sit on my nuts again! Hopefully I get another pair this year because these are getting stinky. 5,71,2,0,4,0,0.0563,0.0,5.0,0.9618,0.285,0.058
Pet Gear Tri-Fold Ramp 71 inch Extra Wide Pet Ramp Holds 200LBS,Pet Products,1.0,Not very happy with quality/construction,"I purchased this ramp for my brothers aging guide dog.  He is a larger lab.  First there is a bolt missing.  Okay we could live with that.  Then we had to remove and replace the surface as he was afraid of it.  It is a course sand paper.  We used indoor/outdoor carpeting as had been recommended before.  Still okay.  But the last straw was the strap that holds the ramp to the vehicle completely snapped off the ramp which sent the ramp to the ground with the dog on it.  The manufacturer had glued the strap to itself, making for a very poor design.  The sad thing was the dog was just feeling secure with it.  Now he will have to be all retrained on it, as well as my visually impaired brother will have to redesign the strap.  Should not have to do all that for something that costs that much.  Ridiculous!",4.0,4.0,Y,1,amazon_reviews_us_Pet_Products_v1_00.tsv,,,,,,,,"I purchased this ramp for my brothers aging guide dog. He is a larger lab. First there is a bolt missing. Okay we could live with that. Then we had to remove and replace the surface as he was afraid of it. It is a course sand paper. We used indoor outdoor carpeting as had been recommended before. Still okay. But the last straw was the strap that holds the ramp to the vehicle completely snapped off the ramp which sent the ramp to the ground with the dog on it. The manufacturer had glued the strap to itself, making for a very poor design. The sad thing was the dog was just feeling secure with it. Now he will have to be all retrained on it, as well as my visually impaired brother will have to redesign the strap. Should not have to do all that for something that costs that much. Ridiculous!",Pet Gear Tri-Fold Ramp 71 inch Extra Wide Pet Ramp Holds 200LBS,"PRODUCT: Pet Gear Tri-Fold Ramp 71 inch Extra Wide Pet Ramp Holds 200LBS. REVIEW: I purchased this ramp for my brothers aging guide dog. He is a larger lab. First there is a bolt missing. Okay we could live with that. Then we had to remove and replace the surface as he was afraid of it. It is a course sand paper. We used indoor outdoor carpeting as had been recommended before. Still okay. But the last straw was the strap that holds the ramp to the vehicle completely snapped off the ramp which sent the ramp to the ground with the dog on it. The manufacturer had glued the strap to itself, making for a very poor design. The sad thing was the dog was just feeling secure with it. Now he will have to be all retrained on it, as well as my visually impaired brother will have to redesign the strap. Should not have to do all that for something that costs that much. Ridiculous!",168,1,0,0,0,0.0,0.0,1.0,-0.7254,0.066,0.078
Photive Hydra Wireless Bluetooth Speaker. Waterproof Rugged Portable with built in Subwoofer and Long Battery,Electronics,4.0,Four Stars,"Excelent speaker sounds nice, I recomend to buy.",0.0,0.0,Y,0,amazon_reviews_us_Electronics_v1_00.tsv,,,,,,,,"Excelent speaker sounds nice, I recomend to buy.",Photive Hydra Wireless Bluetooth Speaker. Waterproof Rugged Portable with built in Subwoofer and Long Battery,"PRODUCT: Photive Hydra Wireless Bluetooth Speaker. Waterproof Rugged Portable with built in Subwoofer and Long Battery. REVIEW: Excelent speaker sounds nice, I recomend to buy.",25,0,0,0,0,0.0,0.0,4.0,0.4215,0.109,0.0
[UL Listed] Pwr+ 6.5 Ft Extra Long 2.1A Rapid USB Charger Cord Power Adapter for Tablets and eReaders for Use with New Hd Hdx Tablet Phone for Accelerated Charging,Electronics,1.0,Disappointed!,I don't know why but this does NOT charge my Kindle. It charges my phone but I didn't buy it for that device.,2.0,3.0,Y,0,amazon_reviews_us_Electronics_v1_00.tsv,,,,,,,,I don't know why but this does NOT charge my Kindle. It charges my phone but I didn't buy it for that device.,UL Listed Pwr 6.5 Ft Extra Long 2.1A Rapid USB Charger Cord Power Adapter for Tablets and eReaders for Use with New Hd Hdx Tablet Phone for Accelerated Charging,PRODUCT: UL Listed Pwr 6.5 Ft Extra Long 2.1A Rapid USB Charger Cord Power Adapter for Tablets and eReaders for Use with New Hd Hdx Tablet Phone for Accelerated Charging. REVIEW: I don't know why but this does NOT charge my Kindle. It charges my phone but I didn't buy it for that device.,54,0,0,0,0,0.0,0.0,1.0,-0.3919,0.0,0.049
Lush Buffy Body Butter Shower Scrub 1.7oz,Beauty,1.0,Great product when you buy it from Lush,"Great product when you buy it from Lush, the 2 I got from here came complety melted and the company wont respond to my email.",0.0,0.0,Y,1,amazon_reviews_us_Beauty_v1_00.tsv,,,,,,,,"Great product when you buy it from Lush, the 2 I got from here came complety melted and the company wont respond to my email.",,"PRODUCT: . REVIEW: Great product when you buy it from Lush, the 2 I got from here came complety melted and the company wont respond to my email.",28,0,0,0,0,0.0,0.0,1.0,0.6249,0.146,0.0
"Maybelline EyeStudio Master Precise Liquid Eyeliner Ink Pen, Black [110], 1 ea",Beauty,4.0,"Budget-friendly, gets the job done","For a liquid eyeliner, this product meets the marks. It's very easy to apply, which is the best feature of this eyeliner (besides the price). However, this may be due in part to my own failings, but I feel the black color doesn't come on as strong as I'd like. Sometimes I get a thin, slightly translucent layer when I try to apply, and reapplying over it works a little. Other times, I get that strong, opaque black I'm aiming for. Overall, definitely worth the price!",0.0,0.0,Y,1,amazon_reviews_us_Beauty_v1_00.tsv,,,,,,,,"For a liquid eyeliner, this product meets the marks. It's very easy to apply, which is the best feature of this eyeliner besides the price . However, this may be due in part to my own failings, but I feel the black color doesn't come on as strong as I'd like. Sometimes I get a thin, slightly translucent layer when I try to apply, and reapplying over it works a little. Other times, I get that strong, opaque black I'm aiming for. Overall, definitely worth the price!","Maybelline EyeStudio Master Precise Liquid Eyeliner Ink Pen, Black 110 , 1 ea","PRODUCT: Maybelline EyeStudio Master Precise Liquid Eyeliner Ink Pen, Black 110 , 1 ea. REVIEW: For a liquid eyeliner, this product meets the marks. It's very easy to apply, which is the best feature of this eyeliner besides the price . However, this may be due in part to my own failings, but I feel the black color doesn't come on as strong as I'd like. Sometimes I get a thin, slightly translucent layer when I try to apply, and reapplying over it works a little. Other times, I get that strong, opaque black I'm aiming for. Overall, definitely worth the price!",102,1,0,0,0,0.0,0.0,4.0,0.968,0.211,0.019
